id,industria,sector
2852,Blank Checks,Finance
2853,Biotechnology: Pharmaceutical Preparations,Health Care
2854,Movies/Entertainment,Consumer Discretionary
2855,Movies/Entertainment,Consumer Discretionary
2856,Oil Refining/Marketing,Consumer Discretionary
2857,Restaurants,Consumer Discretionary
2858,Consumer Electronics/Appliances,Industrials
2859,Blank Checks,Finance
2860,Other Consumer Services,Consumer Discretionary
2861,Major Banks,Finance
2862,Telecommunications Equipment,Consumer Discretionary
2863,Consumer Electronics/Appliances,Industrials
2864,Professional Services,Consumer Discretionary
2865,Investment Managers,Finance
2866,,
2867,,
2868,,
2869,Major Banks,Finance
2870,Movies/Entertainment,Consumer Discretionary
2871,Finance/Investors Services,Finance
2872,Investment Bankers/Brokers/Service,Finance
2873,Investment Bankers/Brokers/Service,Finance
2874,Biotechnology: Pharmaceutical Preparations,Health Care
2875,Investment Managers,Finance
2876,,
2877,Services-Misc. Amusement & Recreation,Consumer Discretionary
2878,Consumer Electronics/Appliances,Industrials
2879,Consumer Electronics/Appliances,Industrials
2880,Consumer Electronics/Appliances,Industrials
2881,,
2882,Computer Software: Programming Data Processing,Technology
2883,Biotechnology: Pharmaceutical Preparations,Health Care
2884,Blank Checks,Finance
2885,Marine Transportation,Consumer Discretionary
2886,Consumer Electronics/Appliances,Industrials
2887,Consumer Electronics/Appliances,Industrials
2888,Consumer Electronics/Appliances,Industrials
2889,Precious Metals,Basic Materials
2890,Rental/Leasing Companies,Consumer Discretionary
2891,,
2892,EDP Services,Technology
2893,Investment Managers,Finance
2894,Consumer Electronics/Appliances,Industrials
2895,Blank Checks,Finance
2896,Major Banks,Finance
2897,Investment Managers,Finance
2898,Biotechnology: Pharmaceutical Preparations,Health Care
2899,Property-Casualty Insurers,Finance
2900,Misc Health and Biotechnology Services,Health Care
2901,Major Banks,Finance
2902,Real Estate,Real Estate
2903,Blank Checks,Finance
2904,Blank Checks,Finance
2905,Blank Checks,Finance
2906,Blank Checks,Finance
2907,Computer Software: Prepackaged Software,Technology
2908,Railroads,Industrials
2909,Banks,Finance
2910,Newspapers/Magazines,Consumer Discretionary
2911,Finance/Investors Services,Finance
2912,Finance/Investors Services,Finance
2913,,
2914,Catalog/Specialty Distribution,Consumer Discretionary
2915,Medical/Dental Instruments,Health Care
2916,Finance/Investors Services,Finance
2917,Aerospace,Industrials
2918,EDP Services,Technology
2919,EDP Services,Technology
2920,Hotels/Resorts,Consumer Discretionary
2921,Electric Utilities: Central,Utilities
2922,EDP Services,Technology
2923,Services-Misc. Amusement & Recreation,Consumer Discretionary
2924,Investment Managers,Finance
2925,,
2926,Consumer Electronics/Appliances,Industrials
2927,Finance Companies,Finance
2928,Advertising,Finance
2929,Retail: Computer Software & Peripheral Equipment,Technology
2930,Computer Software: Programming Data Processing,Technology
2931,Consumer Electronics/Appliances,Industrials
2932,Biotechnology: Pharmaceutical Preparations,Health Care
2933,Investment Managers,Finance
2934,,
2935,,
2936,EDP Services,Technology
2937,Metal Fabrications,Consumer Discretionary
2938,Finance/Investors Services,Finance
2939,Finance/Investors Services,Finance
2940,Finance/Investors Services,Finance
2941,Finance Companies,Finance
2942,,
2943,Other Pharmaceuticals,Health Care
2944,Computer Software: Prepackaged Software,Technology
2945,Computer Software: Prepackaged Software,Technology
2946,Other Consumer Services,Consumer Discretionary
2947,Oil Refining/Marketing,Energy
2948,Computer Software: Prepackaged Software,Technology
2949,Construction/Ag Equipment/Trucks,Industrials
2950,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
2951,Services-Misc. Amusement & Recreation,Consumer Discretionary
2952,,
2953,,
2954,Industrial Machinery/Components,Industrials
2955,Trusts Except Educational Religious and Charitable,Finance
2956,Biotechnology: Pharmaceutical Preparations,Health Care
2957,,
2958,EDP Services,Technology
2959,Industrial Machinery/Components,Industrials
2960,Biotechnology: Commercial Physical & Biological Resarch,Health Care
2961,Investment Managers,Finance
2962,Finance: Consumer Services,Finance
2963,Diversified Commercial Services,Consumer Discretionary
2964,Consumer Electronics/Appliances,Industrials
2965,Blank Checks,Finance
2966,Blank Checks,Finance
2967,Precious Metals,Basic Materials
2968,,
2969,Consumer Electronics/Appliances,Industrials
2970,Semiconductors,Technology
2971,Consumer Electronics/Appliances,Industrials
2972,Blank Checks,Finance
2973,Blank Checks,Finance
2974,Blank Checks,Finance
2975,Commercial Banks,Finance
2976,Steel/Iron Ore,Industrials
2977,,
2978,Fluid Controls,Industrials
2979,Finance/Investors Services,Finance
2980,,
2981,Auto Manufacturing,Consumer Discretionary
2982,Auto Manufacturing,Consumer Discretionary
2983,Trusts Except Educational Religious and Charitable,Finance
2984,,
2985,,
2986,Investment Managers,Finance
2987,Medical Specialities,Health Care
2988,Service to the Health Industry,Consumer Discretionary
2989,Hotels/Resorts,Consumer Discretionary
2990,Finance: Consumer Services,Finance
2991,Consumer Electronics/Appliances,Industrials
2992,Consumer Electronics/Appliances,Industrials
2993,Consumer Electronics/Appliances,Industrials
2994,Investment Bankers/Brokers/Service,Finance
2995,Finance: Consumer Services,Finance
2996,Metal Fabrications,Industrials
2997,Biotechnology: Pharmaceutical Preparations,Health Care
2998,Medicinal Chemicals and Botanical Products,Health Care
2999,Trusts Except Educational Religious and Charitable,Finance
3000,Consumer Electronics/Appliances,Industrials
3001,Professional Services,Consumer Discretionary
3002,Industrial Machinery/Components,Technology
3003,Metal Fabrications,Industrials
3004,Computer Software: Programming Data Processing,Technology
3005,Apparel,Consumer Discretionary
3006,Apparel,Consumer Discretionary
3007,Biotechnology: Pharmaceutical Preparations,Health Care
3008,Radio And Television Broadcasting And Communications Equipment,Technology
3009,Finance Companies,Finance
3010,Real Estate Investment Trusts,Real Estate
3011,Real Estate Investment Trusts,Real Estate
3012,Food Chains,Consumer Staples
3013,Finance: Consumer Services,Finance
3014,Finance: Consumer Services,Finance
3015,Investment Managers,Finance
3016,Finance: Consumer Services,Finance
3017,Finance: Consumer Services,Finance
3018,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
3019,Life Insurance,Finance
3020,,
3021,Finance/Investors Services,Finance
3022,Computer Software: Prepackaged Software,Technology
3023,Marine Transportation,Consumer Discretionary
3024,Major Banks,Finance
3025,Oilfield Services/Equipment,Industrials
3026,,
3027,EDP Services,Technology
3028,Consumer Electronics/Appliances,Industrials
3029,,
3030,Consumer Electronics/Appliances,Industrials
3031,Consumer Electronics/Appliances,Industrials
3032,Biotechnology: Pharmaceutical Preparations,Health Care
3033,Oilfield Services/Equipment,Energy
3034,Finance/Investors Services,Finance
3035,Electronics Distribution,Consumer Discretionary
3036,,
3037,Oil & Gas Production,Energy
3038,,
3039,,
3040,,
3041,Oil Refining/Marketing,Energy
3042,,
3043,,
3044,Biotechnology: Pharmaceutical Preparations,Health Care
3045,Real Estate Investment Trusts,Real Estate
3046,Finance/Investors Services,Finance
3047,Property-Casualty Insurers,Finance
3048,Biotechnology: Pharmaceutical Preparations,Health Care
3049,Consumer Electronics/Appliances,Industrials
3050,Consumer Electronics/Appliances,Industrials
3051,Paper,Basic Materials
3052,Rental/Leasing Companies,Consumer Discretionary
3053,Biotechnology: Pharmaceutical Preparations,Health Care
3054,Finance/Investors Services,Finance
3055,,
3056,,
3057,Biotechnology: Pharmaceutical Preparations,Health Care
3058,Finance/Investors Services,Finance
3059,Industrial Machinery/Components,Technology
3060,Biotechnology: Pharmaceutical Preparations,Health Care
3061,Auto Manufacturing,Consumer Discretionary
3062,,
3063,Movies/Entertainment,Consumer Discretionary
3064,Movies/Entertainment,Consumer Discretionary
3065,Movies/Entertainment,Consumer Discretionary
3066,Movies/Entertainment,Consumer Discretionary
3067,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
3068,Electronics Distribution,Consumer Discretionary
3069,Medical/Dental Instruments,Health Care
3070,Consumer Electronics/Appliances,Industrials
3071,Consumer Electronics/Appliances,Industrials
3072,Consumer Electronics/Appliances,Industrials
3073,Computer Software: Prepackaged Software,Technology
3074,Real Estate Investment Trusts,Real Estate
3075,,
3076,,
3077,Medical/Dental Instruments,Health Care
3078,Medical/Dental Instruments,Health Care
3079,Power Generation,Utilities
3080,,
3081,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
3082,Marine Transportation,Consumer Discretionary
3083,Real Estate Investment Trusts,Real Estate
3084,,
3085,,
3086,,
3087,Biotechnology: Pharmaceutical Preparations,Health Care
3088,Biotechnology: Pharmaceutical Preparations,Health Care
3089,Metal Fabrications,Consumer Discretionary
3090,Educational Services,Consumer Discretionary
3091,Industrial Machinery/Components,Industrials
3092,Finance/Investors Services,Finance
3093,,
3094,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
3095,Auto Parts:O.E.M.,Consumer Discretionary
3096,Major Banks,Finance
3097,Publishing,Consumer Discretionary
3098,Life Insurance,Finance
3099,Specialty Foods,Consumer Discretionary
3100,Specialty Insurers,Finance
3101,Blank Checks,Finance
3102,,
3103,,
3104,Finance/Investors Services,Finance
3105,Marine Transportation,Consumer Discretionary
3106,Blank Checks,Finance
3107,Telecommunications Equipment,Consumer Discretionary
3108,Air Freight/Delivery Services,Consumer Discretionary
3109,,
3110,Recreational Games/Products/Toys,Consumer Discretionary
3111,Real Estate Investment Trusts,Real Estate
3112,Real Estate Investment Trusts,Real Estate
3113,Real Estate Investment Trusts,Real Estate
3114,Computer Software: Programming Data Processing,Technology
3115,Computer Software: Programming Data Processing,Technology
3116,,
3117,Precious Metals,Basic Materials
3118,Biotechnology: Pharmaceutical Preparations,Health Care
3119,Educational Services,Consumer Discretionary
3120,Biotechnology: Pharmaceutical Preparations,Health Care
3121,Biotechnology: Pharmaceutical Preparations,Health Care
3122,Auto Manufacturing,Consumer Discretionary
3123,Blank Checks,Finance
3124,Blank Checks,Finance
3125,Automotive Aftermarket,Consumer Discretionary
3126,,
3127,Other Specialty Stores,Consumer Discretionary
3128,,
3129,Paper,Basic Materials
3130,Real Estate Investment Trusts,Real Estate
3131,,
3132,Business Services,Consumer Discretionary
3133,Oil & Gas Production,Energy
3134,,
3135,Major Chemicals,Industrials
3136,Oil & Gas Production,Energy
3137,Industrial Machinery/Components,Consumer Discretionary
3138,Clothing/Shoe/Accessory Stores,Consumer Discretionary
3139,Business Services,Consumer Discretionary
3140,Business Services,Consumer Discretionary
3141,Homebuilding,Consumer Discretionary
3142,,
3143,Fluid Controls,Industrials
3144,Biotechnology: Pharmaceutical Preparations,Health Care
3145,Blank Checks,Finance
3146,Blank Checks,Finance
3147,Investment Bankers/Brokers/Service,Finance
3148,Investment Bankers/Brokers/Service,Finance
3149,Finance/Investors Services,Finance
3150,Biotechnology: Pharmaceutical Preparations,Health Care
3151,,
3152,Biotechnology: Pharmaceutical Preparations,Health Care
3153,Beverages - Non-Alcoholic,Consumer Discretionary
3154,Marine Transportation,Consumer Discretionary
3155,Industrial Machinery/Components,Industrials
3156,Biotechnology: Pharmaceutical Preparations,Health Care
3157,Biotechnology: Pharmaceutical Preparations,Health Care
3158,Computer Software: Prepackaged Software,Technology
3159,Professional Services,Consumer Discretionary
3160,Consumer Electronics/Appliances,Industrials
3161,Interactive Media,Technology
3162,Interactive Media,Technology
3163,Package Goods/Cosmetics,Consumer Discretionary
3164,Investment Managers,Finance
3165,,
3166,Medicinal Chemicals and Botanical Products,Health Care
3167,Advertising,Consumer Discretionary
3168,Computer Software: Prepackaged Software,Technology
3169,Computer Software: Prepackaged Software,Technology
3170,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
3171,Medicinal Chemicals and Botanical Products,Health Care
3172,Interactive Media,Technology
3173,Other Specialty Stores,Consumer Discretionary
3174,Finance/Investors Services,Finance
3175,Investment Bankers/Brokers/Service,Finance
3176,,
3177,,
3178,,
3179,,
3180,,
3181,Telecommunications Equipment,Consumer Discretionary
3182,Major Banks,Finance
3183,Finance: Consumer Services,Finance
3184,Consumer Electronics/Appliances,Industrials
3185,Consumer Electronics/Appliances,Industrials
3186,Specialty Insurers,Finance
3187,Semiconductors,Technology
3188,Biotechnology: Pharmaceutical Preparations,Health Care
3189,Marine Transportation,Consumer Discretionary
3190,,
3191,Other Metals and Minerals,Basic Materials
3192,EDP Services,Technology
3193,EDP Services,Technology
3194,Blank Checks,Finance
3195,Consumer Electronics/Appliances,Industrials
3196,Finance: Consumer Services,Finance
3197,Consumer Electronics/Appliances,Industrials
3198,Educational Services,Consumer Discretionary
3199,Automotive Aftermarket,Consumer Discretionary
3200,Blank Checks,Finance
3201,Blank Checks,Finance
3202,Biotechnology: Pharmaceutical Preparations,Health Care
3203,Oil & Gas Production,Energy
3204,Industrial Machinery/Components,Industrials
3205,Industrial Machinery/Components,Industrials
3206,Medical Specialities,Health Care
3207,Biotechnology: Pharmaceutical Preparations,Health Care
3208,Restaurants,Consumer Discretionary
3209,EDP Services,Technology
3210,Electrical Products,Technology
3211,,
3212,Broadcasting,Industrials
3213,Auto Parts:O.E.M.,Consumer Discretionary
