ticker,valor_actual,variacion,volumen,tipo
FNA,18.50,-0.38,765207,1
FNB,10.85,0.47,4029436,1
FNB^E,22.25,9.358,9116,1
FNCB,5.99,155,4377,1
FNCH,0.39,221,107227,1
FND,92.44,-4.88,4863533,1
FNF,34.14,0.85,1335254,1
FNGR,2.17,-592,205558,1
FNKO,11.28,1.93,1571982,1
FNLC,23.76,0.37,16282,1
FNV,159.01,0.53,476406,2
FNVT,10.47,1,1022,1
FNVTW,0.04,65,10000,1
FNWB,10.68,0.36,6714,1
FNWD,29.18,0,326,1
FOA,1.58,-0.03,95389,1
FOCS,51.95,0.07,519588,1
FOF,10.80,0.07,37395,1
FOLD,12.15,0.3,5664033,1
FONR,16.27,0.3,10038,1
FOR,19.59,0.01,131062,1
FORA,2.68,0.13,1391,1
FORD,1.02,0,9628,1
FORG,19.61,-0.1,655465,1
FORLU,10.29,0.04,114,1
FORM,27.99,1.43,380720,1
FORR,25.44,-4.02,405227,1
FORTY,69.10,0.26,540,1
FOSL,3.20,0.12,241990,1
FOSLL,17.80,1.799,14177,1
FOUR,62.19,3.38,1212151,1
FOX,29.39,0.76,764855,1
FOXA,31.97,0.81,3059958,1
FOXF,97.42,-9.29,801486,1
FOXO,0.38,2,142283,1
FPAY,0.73,-52,9341,1
FPF,15.22,0.19,62582,1
FPH,2.33,0.07,25438,1
FPI,10.57,0.01,408028,1
FPL,5.86,0.1,29329,1
FR,54.36,0.91,719297,1
FRA,11.82,0.06,155074,1
FRAF,25.12,0.76,4168,1
FRBA,9.06,0.42,90094,1
FRBK,0.70,0,2245351,1
FRBN,10.54,0,4,1
FRBNU,11.12,0.54,600,1
FRBNW,0.14,1,19696,1
FRD,10.90,0.73,24045,1
FREE,2.39,0.11,365148,1
FREEW,0.07,5,3767,1
FREQ,0.40,-55,76748,1
FREY,7.07,0.34,1334962,1
FRG,29.41,0.92,286826,1
FRGAP,21.70,351,7509,1
FRGE,1.39,0.09,339706,1
FRGI,7.46,0.16,15621,1
FRGT,1.75,0.01,89631,1
FRHC,79.12,1.07,259178,1
FRLA,10.72,0,3614,1
FRLAU,10.76,0.01,800,1
FRLAW,0.07,0,39,1
FRLN,0.28,5,96497,1
FRME,26.32,0.07,514704,1
FRMEP,22.87,-4.818,776,1
FRO,15.10,0.36,2254299,1
FROG,20.99,0.57,1428995,1
FRPH,56.95,0.3,7453,1
FRPT,69.54,0.74,940673,1
FRSH,13.13,0.55,2208008,1
FRST,7.35,0.15,47284,1
FRSX,1.98,-282,22514,1
FRT,96.34,-0.09,647353,1
FRT^C,20.97,0.19,2140,1
FRTX,0.55,17,25262,1
FRXB,10.10,0,5,1
FRZA,1.25,642,71741,1
FSBC,19.33,-0.05,32875,1
FSBW,29.47,0.6,20312,1
FSCO,4.34,0.06,323884,1
FSD,11.21,0.17,53825,1
FSEA,8.50,0.2,5345,1
FSFG,12.91,0.08,1024,1
FSI,2.86,0,5562,1
FSK,19.12,1.44,1688894,1
FSLR,178.60,7.01,1651961,2
FSLY,11.78,-0.07,4264679,1
FSM,3.93,0.01,2941423,1
FSNB,10.32,0,64,1
FSP,1.26,0.13,3249281,1
FSR,6.22,0.4,9701693,1
FSRXU,10.00,-0.74,160,1
FSRXW,0.02,0,1263,1
FSS,52.74,0.93,270272,1
FSTR,10.96,-0.13,4357,1
FSV,146.49,1.22,88434,2
FT,6.81,25,53208,1
FTAI,27.65,0.64,867474,1
FTAIM,23.87,7.699,9684,1
FTAIN,22.34,565,1754,1
FTAIO,21.29,-0.21,8841,1
FTAIP,22.67,0.46,3973,1
FTCH,4.14,0.18,10424966,1
FTCI,2.61,0.09,503358,1
FTDR,29.78,-0.26,1346341,1
FTEK,1.30,0.04,68808,1
FTF,6.33,0.09,214924,1
FTFT,1.31,-0.01,41913,1
FTHM,4.40,0.21,11606,1
FTHY,13.91,1.174,34819,1
FTI,14.25,0.94,8575934,1
FTII,10.51,0,1203,1
FTIIU,10.53,0.03,100,1
FTIIW,0.03,1,49602,1
FTK,0.63,22,60298,1
FTNT,64.59,3.41,9353080,1
FTS,45.45,0.62,564973,1
FTV,64.72,0.98,2427689,1
FUBO,1.47,0.35,58542707,1
FUL,66.18,1.45,256799,1
FULC,2.84,95,508435,1
FULT,10.47,0.31,1966553,1
FULTP,15.13,0.54,16865,1
FUN,40.79,0.5,248090,1
FUNC,13.27,0.21,17781,1
FUND,7.91,0.07,19845,1
FURY,0.54,-22,106373,1
FUSB,7.36,0.57,6618,1
FUSN,4.20,0.12,43617,1
FUTU,42.41,0.05,1073737,1
FUV,1.54,0.06,17399,1
FVCB,8.80,-0.05,40000,1
FVRR,26.76,0.37,919317,1
FWAC,10.27,5,15791,1
FWBI,2.78,-0.01,13970,1
FWONA,65.72,2.44,155251,1
FWONK,73.47,2.94,1243981,1
FWRD,97.27,-0.02,123212,1
FWRG,16.91,0.05,143791,1
FXCO,10.72,0.02,5906,1
FXCOR,0.11,0,1,1
FXLV,0.77,-57,185769,1
FXNC,14.24,0.27,6839,1
FYBR,19.68,-1.8,7671340,1
FZT,10.27,-0.01,6555,1
G,39.86,-0.82,2009573,1
GAB,5.54,0.05,378660,1
GAB^G,22.77,0,20,1
GAB^H,22.73,144,3233,1
GAB^K,22.84,-0.05,4332,1
GABC,27.66,0.41,92505,1
GAIA,3.04,0.04,27727,1
GAIN,13.55,0.41,113083,1
GAINN,23.59,-272,1899,1
GAINZ,21.80,-5.999,589,1
GALT,1.72,0.07,30548,1
GAM,39.41,0.49,6339,1
GAM^B,25.77,-1.199,5135,1
GAMB,9.86,435,56368,1
GAMC,10.22,15,102,1
GAMCU,9.71,0.03,100,1
GAMCW,0.05,0,66,1
GAME,4.13,-0.02,26540,1
GAN,1.51,0.02,245930,1
GANX,5.50,0.35,116528,1
GAQ,10.40,0,964,1
GASS,2.71,0.03,27623,1
GATE,10.14,399,57623,1
GATEU,10.12,0.01,2600,1
GATEW,0.04,-116,600,1
GATO,6.32,-0.06,417559,1
GATX,114.00,2.91,102746,2
GAU,0.73,372,943999,1
GB,5.39,0.14,6094,1
GBAB,16.96,-0.01,74996,1
GBBK,10.35,73,195,1
GBBKR,0.10,1,10987,1
GBCI,29.13,0.63,1317184,1
GBDC,13.26,0.2,576892,1
GBIO,4.68,0.04,76481,1
GBLI,28.06,642,711,1
GBNH,0.59,-78,21823,1
GBNY,9.25,0,2485,1
GBR,1.07,0,15432,1
GBRG,8.42,0.02,32606,1
GBRGR,0.43,-0.03,11152,1
GBRGU,8.85,-0.55,2646,1
GBRGW,0.08,0,700,1
GBTG,5.75,-0.16,66659,1
GBX,26.90,1.22,274543,1
GCBC,18.50,0.32,13043,1
GCI,2.01,0.36,1856642,1
GCMG,7.84,0.29,253929,1
GCMGW,0.49,-252,11760,1
GCO,31.96,1.26,114214,1
GCT,5.05,-0.21,145864,1
GCTK,0.50,-1.301,881943,1
GCV,4.41,0.05,10962,1
GD,211.92,3.07,1050369,2
GDC,5.80,-1.08,1403699,1
GDDY,69.65,-2.64,2785117,1
GDEN,40.31,1.37,122866,1
GDEV,7.41,-0.59,11832,1
GDEVW,0.19,-11,2405,1
GDHG,3.83,-1.201,22879,1
GDL,7.88,0.07,14869,1
GDL^C,49.60,-3,2125,1
GDNR,10.61,0.07,1620,1
GDO,12.78,0.17,25735,1
GDOT,18.80,2.21,525579,1
GDRX,4.60,0.22,1118496,1
GDS,14.74,0.63,736216,1
GDST,10.38,0,10,1
GDTC,3.78,1.024,15621,1
GDV,20.54,0.26,175025,1
GDV^H,24.42,0.11,1509,1
GDV^K,20.35,2.499,7187,1
GDYN,9.04,-2.265,2407545,1
GE,100.24,0.92,5029035,2
GECC,8.20,0.12,14812,1
GECCM,24.49,-0.05,1812,1
GECCN,24.85,0.22,3659,1
GECCO,23.85,0,46,1
GEF,63.23,1.55,129195,1
GEG,2.02,0.1,6000,1
GEGGL,19.00,-2.499,2391,1
GEHC,78.99,0.73,1077447,1
GEHI,14.60,0.91,251,1
GEL,10.02,0.02,431655,1
GEN,17.15,0.7,4103557,1
GENC,14.23,0.73,15415,1
GENE,0.93,-7,79942,1
GENI,4.02,0.22,716979,1
GENQ,10.64,0,161,1
GEO,7.59,0.35,2415517,1
GEOS,7.49,0.22,30257,1
GER,12.84,0.23,30697,1
GERN,2.76,0.06,3972877,1
GES,18.23,0.51,535429,1
GETR,0.39,-85,509128,1
GETY,5.93,0.03,282254,1
GEVO,1.21,0.07,5521450,1
GF,9.04,121,8968,1
GFAI,7.22,0.52,3102971,1
GFAIW,0.27,-499,15854,1
GFF,32.10,1.55,950183,1
GFGD,10.29,-0.01,102,1
GFGDU,10.30,-0.09,100,1
GFI,16.44,-0.96,8967951,1
GFL,35.58,0.1,1027292,1
GFOR,10.18,-5,599,1
GFS,59.41,1.19,1541947,1
GFX,10.13,0,6770,1
GGAA,10.72,0.07,29551,1
GGAAU,10.96,0,1,1
GGAAW,0.03,-19,200,1
GGAL,11.66,0.73,644366,1
GGB,4.97,0.27,12546271,1
GGE,2.52,-0.02,927,1
GGG,78.64,0.35,864107,1
GGN,3.78,0.01,522868,1
GGN^B,22.60,0.15,412,1
GGR,3.40,0.06,78642,1
GGROW,0.41,8,2405,1
GGT,5.60,0.03,33870,1
GGT^E,23.45,0.05,482,1
GGT^G,23.59,1.693,170,1
GGZ,11.53,0.15,14648,1
GH,23.65,0.74,2257136,1
GHC,582.96,21.89,15237,2
GHG,4.35,-0.06,6739,1
GHI,16.45,0.11,22746,1
GHIX,10.13,-5,1626,1
GHIXU,10.21,0.03,1075,1
GHIXW,0.21,152,5581,1
GHL,6.68,-0.11,68810,1
GHLD,9.91,0.34,7171,1
GHM,12.42,0.18,15896,1
GHRS,9.05,0.36,25819,1
GHSI,6.05,0.16,7153,1
GHY,11.02,0.13,176323,1
GIA,10.72,0.13,600,1
GIB,100.44,1.16,116755,2
GIC,23.34,0.49,61114,1
GIFI,3.45,-0.02,14455,1
GIGM,1.50,-25,15292,1
GIII,15.69,0.94,351302,1
GIL,29.50,0.26,676900,1
GILD,79.75,1.23,4613665,1
GILT,5.21,0.05,87339,1
GIM,4.27,0.02,122523,1
GIPR,4.17,-0.02,10845,1
GIPRW,0.40,-1,2122,1
GIS,89.81,0.41,2541503,1
GJH,7.40,-3.501,6505,1
GJP,23.90,-0.88,400,1
GJR,24.90,775,1834,1
GJS,21.57,0.27,737,1
GJT,21.28,0,44,1
GKOS,54.49,3.92,967316,1
GL,108.29,2.44,618311,2
GL^D,18.31,0.21,5990,1
GLAD,9.42,0.05,125923,1
GLBE,30.93,1.74,1039221,1
GLBS,0.97,-2,28244,1
GLBZ,8.20,0.39,305,1
GLDD,5.75,0.2,357869,1
GLDG,1.06,-0.04,381989,1
GLG,0.74,-9,121919,1
GLLI,10.47,0,339,1
GLLIR,0.10,235,8958,1
GLLIU,10.44,-299,400,1
GLLIW,0.03,0,75,1
GLMD,0.41,1.084,7624724,1
GLNG,21.19,0.22,1078190,1
GLO,4.77,0.12,212632,1
GLOB,142.00,-8.9,952397,2
GLOG^A,23.00,0,3859,1
GLOP,8.47,0.01,294444,1
GLOP^A,21.00,0,3756,1
GLOP^B,22.15,-5,6605,1
GLOP^C,20.76,561,2402,1
GLP,30.50,1.7,144263,1
GLP^A,26.20,0.1,5668,1
GLP^B,25.31,1.311,7350,1
GLPG,42.89,2.39,896541,1
GLPI,51.05,0.5,529086,1
GLQ,5.94,0.15,70057,1
GLRE,10.14,-0.02,95354,1
GLSI,11.27,-0.39,20508,1
GLST,10.38,0,1,1
GLSTW,0.03,0,352,1
GLT,3.45,-0.2,556005,1
GLTA,10.46,0,5654,1
GLTO,2.14,46,57873,1
GLU,14.08,0.12,10836,1
GLU^A,49.25,0.24,1108,1
GLU^B,49.95,0,102,1
GLUE,5.18,0.21,87800,1
GLV,5.66,0.11,26300,1
GLW,31.48,0.11,4008687,1
GLYC,1.53,0.07,238611,1
GM,33.26,1.57,17183378,1
GMAB,40.37,0.13,375829,1
GMBL,2.15,0.25,270861,1
GMBLP,4.50,-0.19,532,1
GMBLW,0.03,-14,200,1
GMBLZ,0.02,133,100,1
GMDA,1.65,0.06,3740591,1
GME,20.42,1.07,4353651,1
GMED,58.45,1.86,3929153,1
GMFI,10.48,0,14,1
GMFIU,10.49,0.02,408,1
GMFIW,0.03,-194,200,1
GMGI,2.25,0.02,14464,1
GMRE,8.96,0.17,593389,1
GMRE^A,25.21,1.499,2708,1
GMS,57.66,1.76,136885,1
GMVD,0.37,-91,347981,1
GMVDW,1.75,0,120,1
GNE,15.34,0.82,91776,1
GNE^A,9.35,-0.09,1275,1
GNFT,4.48,3.757,2529,1
GNK,13.90,0.8,1185515,1
GNL,11.34,0.2,635435,1
GNL^A,20.50,0.08,11360,1
GNL^B,20.33,0.33,6028,1
GNLN,0.31,5,261648,1
GNLX,25.48,0.78,24468,1
GNPX,0.81,175,160072,1
GNRC,114.18,5.15,1051234,2
GNS,1.12,0.11,3205636,1
GNSS,2.95,-1.405,24554,1
GNT,5.19,-0.02,23917,1
GNT^A,23.69,35,100,1
GNTA,5.55,-0.45,4527,1
GNTX,28.11,0.89,1528020,1
GNTY,23.20,0.28,30041,1
GNUS,2.60,0.03,127900,1
GNW,4.98,0.25,5147392,1
GO,29.65,0.33,1029175,1
GOCO,9.74,0.17,20503,1
GODNU,10.17,0.01,74929,1
GOEV,0.71,-97,11008567,1
GOEVW,0.10,33,28431,1
GOF,16.22,0.03,357747,1
GOGL,8.54,0.27,968719,1
GOGN,10.69,45,254,1
GOGO,12.65,0.14,659657,1
GOL,2.79,0.1,852765,1
GOLD,20.20,-0.23,15043476,1
GOLF,53.25,0.09,397963,1
GOOD,11.59,-0.09,277026,1
GOODN,16.75,0.2,9394,1
GOODO,15.20,218,4334,1
GOOG,106.22,1.005,20705196,2
GOOGL,105.57,0.88,26624780,2
GOOS,20.32,1.15,1322588,1
GORO,0.95,-0.02,167192,1
GOSS,1.36,0.04,925870,1
GOTU,3.01,0.07,2132910,1
GOVX,0.63,-234,222610,1
GOVXW,0.19,152,12303,1
GP,2.68,0.07,36119,1
GPAC,10.48,0,2,1
GPACW,0.04,0,6,1
GPC,173.73,2.42,821542,2
GPCR,23.65,-115,36536,1
GPI,220.29,4.42,93392,2
GPJA,24.33,0.11,8016,1
GPK,25.70,0.5,2050668,1
GPMT,4.13,0.1,598837,1
GPMT^A,16.30,-0.1,12132,1
GPN,104.78,3.3,1670034,2
GPOR,90.53,3.97,152009,1
GPP,12.79,-0.37,156377,1
GPRE,31.83,-1.53,1875947,1
GPRK,10.17,0.65,150289,1
GPRO,4.35,0.19,1253436,1
GPS,8.67,0.39,9891144,1
GRAB,3.02,0.04,10094733,1
GRABW,0.52,0.06,1300,1
GRBK,48.08,2.32,771958,1
GRBK^A,19.13,0.35,22137,1
GRC,25.52,0.66,58057,1
GRCL,2.07,0.09,48458,1
GRCY,11.49,-0.11,20314,1
GRCYW,0.05,9,18176,1
GREE,0.45,133,675732,1
GREEL,5.35,0.05,6858,1
GRF,8.20,-88,5834,1
GRFS,7.44,0.26,754489,1
GRFX,1.23,0.04,8802,1
GRI,7.00,-0.03,18768,1
GRIL,1.36,0.01,195949,1
GRIN,10.57,0.29,27330,1
GRMN,103.78,2.2,888477,2
GRNA,0.24,1,518590,1
GRNAW,0.03,-48,1321,1
GRND,6.28,0,39650,1
GRNQ,1.94,0.03,35576,1
GRNT,5.95,0.61,24353,1
GROM,0.46,58,259999,1
GROMW,1.32,0,102,1
GROV,0.49,351,275622,1
GROW,2.80,775,20563,1
GROY,2.33,0.01,442999,1
GRPH,3.38,0.12,131395,1
GRPN,3.46,0.14,485431,1
GRRR,1.77,0.07,236676,1
GRRRW,0.18,-49,2600,1
GRTS,2.52,0.1,522888,1
GRTX,3.25,0.19,714985,1
GRVY,57.66,0.68,21289,1
GRWG,3.62,0.31,1497728,1
GRX,10.13,0.03,19183,1
GS,327.02,5.76,2411235,2
GS^A,19.74,0.38,40314,1
GS^C,20.42,0.4,4806,1
GS^D,19.84,0.32,75672,1
GS^J,24.95,0.07,161892,1
GS^K,24.37,0.21,102224,1
GSAT,1.00,611,7894926,1
GSBC,50.68,2.74,45819,1
GSBD,13.01,-0.3,1134569,1
GSD,10.62,0.03,12589,1
GSDWW,0.06,-224,19131,1
GSHD,60.06,2.06,207868,1
GSIT,1.63,0.05,61468,1
GSK,36.98,0.27,2510991,1
GSL,17.81,0.48,711647,1
GSL^B,25.15,1.523,11295,1
GSM,4.22,0.16,748496,1
GSMG,0.62,0.01,309815,1
GSMGW,0.01,0,200150,1
GSQB,10.40,0.01,42994,1
GSRM,10.37,15,1025436,1
GSRMR,1.20,-0.04,16800,1
GSRMW,0.07,92,5650,1
GSUN,1.28,-0.01,270580,1
GT,11.43,0.9,8229548,1
GTAC,10.42,0,1,1
GTACW,0.05,79,280,1
GTBP,0.30,34,165312,1
GTE,6.23,186,720280,1
GTEC,1.20,-0.16,1682410,1
GTES,14.09,0.33,643558,1
GTH,0.94,-28,16435,1
GTHX,3.08,-0.06,812395,1
GTIM,2.63,0.02,3493,1
GTLB,27.71,0.94,2691759,1
GTLS,126.53,7.78,548452,2
GTLS^B,53.03,1.815,2150,1
GTN,7.01,0.31,2537455,1
GTX,7.97,0.19,155164,1
GTXAP,8.80,0.23,12748,1
GTY,34.50,0.68,293095,1
GUG,13.82,65,76949,1
GURE,2.90,-0.11,54491,1
GUT,6.89,289,164465,1
GUT^C,24.46,-545,830,1
GVA,35.83,0.7,303185,1
GVCI,10.61,0.04,248756,1
GVCIW,0.00,-8,100,1
GVP,0.63,166,72272,1
GWAV,0.80,-329,88365,1
GWH,1.09,0,452704,1
GWRE,76.90,0.99,556505,1
GWRS,10.95,0.04,28298,1
GWW,675.51,8.01,236715,2
GXO,52.50,1.02,779537,1
GYRO,9.54,0,103,1
H,116.30,0.15,979086,2
HA,8.13,0.4,1151100,1
HAE,82.25,1.41,198350,1
HAFC,14.50,0.69,260856,1
HAIA,10.64,1.394,53858,1
HAIAU,10.54,0,4,1
HAIAW,0.04,-218,6326,1
HAIN,17.61,0.66,613519,1
HAL,29.88,0.86,8593579,1
HALL,4.81,-1.44,60690,1
HALO,31.00,0.13,1073929,1
HARP,0.68,0.06,196239,1
HAS,60.38,0.47,1823773,1
HASI,26.18,1.27,774990,1
HAYN,46.24,2.09,59981,1
HAYW,12.39,0.51,2194531,1
HBAN,9.85,0.41,28412792,1
HBANL,22.76,1.51,93678,1
HBANM,19.15,2.4,37324,1
HBANP,15.39,1.22,115812,1
HBB,9.98,-0.01,20574,1
HBCP,30.00,1.68,19718,1
HBI,4.42,0.06,8495089,1
HBIO,6.16,0.02,173230,1
HBM,5.19,0.34,1945373,1
HBNC,8.60,0.37,599311,1
HBT,17.27,-0.08,79311,1
HCA,278.06,0.43,1247857,2
HCAT,12.15,0.02,317029,1
HCC,38.75,3.05,1043480,1
HCCI,33.63,0.56,78354,1
HCDI,5.37,-1.99,240036,1
HCDIP,4.10,0.1,23030,1
HCDIW,0.04,0,100,1
HCDIZ,0.03,0,202,1
HCI,49.72,1.58,46081,1
HCKT,18.71,0.26,130960,1
HCM,15.93,0.63,147361,1
HCMA,10.50,0,1,1
HCNE,10.20,-0.01,4184,1
HCNEU,10.23,-0.01,800,1
HCNEW,0.13,248,3264,1
HCP,29.10,0.47,904826,1
HCSG,15.11,0.08,601937,1
HCTI,0.24,-68,50472,1
HCVI,10.15,0,2,1
HCVIW,0.12,0,12,1
HCWB,1.48,0.1,735,1
HCXY,23.20,0.38,5935,1
HD,289.62,3.87,3806246,2
HDB,67.02,-1.5,3550478,1
HDSN,8.15,0.48,596603,1
HE,38.99,0.43,262272,1
HEAR,12.98,1.8,1028671,1
HEES,33.60,0.98,297266,1
HEI,170.09,2.48,164592,2
HEI/A,135.47,1.67,90831,2
HELE,99.08,2.51,515604,1
HEP,16.39,0.36,225290,1
HEPA,0.65,-44,83398,1
HEPS,0.99,799,191148,1
HEQ,11.09,0.06,14033,1
HES,136.30,5.36,1487336,2
HESM,28.94,0.52,383986,1
HEXO,1.50,0.19,582675,1
HFBL,16.59,-4.055,2168,1
HFFG,3.56,0.05,38464,1
HFRO,8.21,0.05,121337,1
HFRO^A,20.10,0.2,11888,1
HFWA,15.99,0.28,418030,1
HGBL,2.82,0.02,23865,1
HGEN,0.16,28,1539663,1
HGLB,8.42,0.17,49932,1
HGTY,9.60,-0.28,71563,1
HGV,41.50,0.66,775043,1
HHC,76.64,2.2,218170,1
HHGC,10.46,0,50,1
HHGCU,10.88,0.03,1750,1
HHGCW,0.02,-338,2807,1
HHLA,10.40,0,195322,1
HHRS,7.96,0.25,15575,1
HHRSW,1.03,-0.01,37019,1
HHS,6.07,-0.36,117370,1
HI,46.98,1.52,195719,1
HIBB,53.95,2.11,189598,1
HIE,10.03,0.28,12532,1
HIFS,185.09,8.985,7212,2
HIG,69.73,1.51,1455267,1
HIG^G,24.48,0.34,17820,1
HIHO,1.97,0.02,4908,1
HII,197.51,4.78,444178,2
HILS,0.43,54,410858,1
HIMS,12.04,0.31,3613369,1
HIMX,6.78,0.2,758659,1
HIO,3.80,0.03,115629,1
HIPO,18.43,1.25,45747,1
HITI,1.34,0,90766,1
HIVE,3.19,0.16,766754,1
HIW,22.25,0.37,1022292,1
HIX,4.74,75,226831,1
HKD,6.60,0.09,1131387,1
HKIT,6.18,136,10830,1
HL,6.12,0.03,6835717,1
HL^B,55.50,0.25,860,1
HLF,14.07,0.47,1459272,1
HLGN,0.29,205,859056,1
HLI,87.31,0.96,408900,1
HLIO,61.93,1.14,188762,1
HLIT,13.47,-0.04,952659,1
HLLY,2.32,0.14,402184,1
HLMN,8.13,0.12,674708,1
HLN,8.79,0.16,2225108,1
HLNE,67.30,0.8,206252,1
HLP,2.44,-0.19,186555,1
HLT,144.61,1.99,1130137,2
HLTH,0.77,93,385338,1
HLVX,14.10,-0.38,50846,1
HLX,7.01,0.14,1507987,1
HMA,10.46,-167,797054,1
HMAC,10.38,0,77,1
HMACR,0.18,-229,14677,1
HMC,26.75,0.72,869627,1
HMN,33.15,0.76,183556,1
HMNF,18.25,0.05,2183,1
HMPT,1.76,0.08,12827,1
HMST,6.34,0.39,726350,1
HMY,5.21,0.03,8590147,1
HNI,25.22,0.32,224885,1
HNNA,7.46,-72,2790,1
HNNAZ,23.50,1.486,100,1
HNRA,10.53,-0.02,5125,1
HNRG,7.67,0.17,186545,1
HNST,1.60,0.11,464995,1
HNVR,18.07,0.15,179,1
HNW,9.98,0.02,29779,1
HOFT,15.10,0.32,44534,1
HOFV,7.12,-0.15,35486,1
HOFVW,0.06,48,500,1
HOG,35.44,1.2,1785534,1
HOLI,15.84,0.22,43163,1
HOLO,1.78,-0.03,483002,1
HOLOW,0.12,193,275,1
HOLX,83.74,1.29,855631,1
HOMB,20.96,0.21,2081624,1
HON,198.42,2.2,2088085,2
HONE,8.29,0.16,383003,1
HOOD,8.85,0.37,5314712,1
HOOK,1.67,0.31,2642947,1
HOPE,8.05,0.45,2449187,1
HOTH,1.68,-0.02,73357,1
HOUR,1.92,-0.12,245029,1
HOUS,5.15,0.3,3695285,1
HOV,74.84,2.33,38289,1
HOVNP,17.37,158,711,1
HOWL,2.98,0.38,20806,1
HP,32.24,0.93,1273210,1
HPCO,0.55,15,113187,1
HPE,14.11,0.31,7425230,1
HPF,15.48,0.16,16826,1
HPI,15.02,0.2,48299,1
HPK,16.14,945,314859,1
HPKEW,11.64,-0.16,923,1
HPLT,10.11,15,203,1
HPLTW,0.15,-168,15400,1
HPP,5.22,0.35,4036279,1
HPP^C,8.26,0.23,145246,1
HPQ,30.13,0.73,4591642,1
HPS,13.93,0.31,35155,1
HQH,17.54,0.19,81696,1
HQI,20.58,0.87,8420,1
HQL,14.00,0.21,47303,1
HQY,54.75,3.69,703275,1
HR,20.13,0.11,2709441,1
HRB,32.43,0.31,2102796,1
HRI,100.50,6.17,446104,2
HRL,41.20,0.29,1787299,1
HRMY,35.86,0.31,528995,1
HROW,27.10,1.37,371832,1
HROWL,24.05,3.999,2953,1
HROWM,24.12,0.01,9268,1
HRT,9.80,0.16,299813,1
HRTG,3.76,0.48,209420,1
HRTX,2.47,0.1,1293251,1
HRZN,11.62,0.13,123760,1
HSAI,9.52,-0.14,402114,1
HSBC,38.20,1.16,2833541,1
HSC,9.15,0.78,1853594,1
HSCS,0.88,499,31881,1
HSCSW,0.19,-207,600,1
HSDT,0.16,129,215226,1
HSHP,5.81,0.36,24053,1
HSIC,79.75,0.62,551680,1
HSII,25.06,1.15,103305,1
HSKA,116.80,-0.11,157949,2
HSON,22.68,805,3292,1
HSPO,10.27,0,5000,1
HSPOW,0.04,-15,1000,1
HST,17.76,0.45,8677510,1
HSTM,23.77,-0.16,71111,1
HSTO,0.81,0,68055,1
HSY,275.33,0.69,727944,2
HT,6.26,0.08,389767,1
HT^C,19.72,2.244,608,1
HT^D,19.21,0.21,3834,1
HT^E,19.73,15,1876,1
HTBI,19.60,0.41,38708,1
HTBK,7.22,0.38,630321,1
HTCR,0.99,-0.01,14780,1
HTD,20.76,0.09,46261,1
HTFB,23.85,-0.05,100,1
HTFC,23.59,-99,1100,1
HTGC,13.10,0.56,1572153,1
HTGM,2.40,-0.1,74157,1
HTH,31.56,1.65,382560,1
HTHT,45.06,-0.14,1051301,1
HTIA,19.43,0.24,146,1
HTIBP,18.23,1.335,2816,1
HTLD,15.00,0.03,301240,1
HTLF,29.12,1.04,228628,1
HTLFP,20.10,485,12205,1
HTOO,3.12,0.17,37838,1
HTOOW,0.27,-1,185,1
HTY,4.74,0.03,16785,1
HTZ,16.37,0.42,1943058,1
HTZWW,9.20,0.2,85980,1
HUBB,272.09,2.58,321609,2
HUBC,0.61,-288,1340906,1
HUBCW,0.05,-44,8699,1
HUBCZ,0.24,37,5924,1
HUBG,74.04,1.5,239321,1
HUBS,444.21,-4.64,737760,2
HUDAR,0.20,0.01,501,1
HUDI,4.92,0.37,1324099,1
HUGE,1.31,0.02,73803,1
HUIZ,1.18,-0.16,189969,1
HUM,535.02,6.52,549914,2
HUMA,4.61,0.21,253319,1
HUMAW,0.98,798,19584,1
HUN,26.64,0.18,2585538,1
HURC,21.79,0.29,20875,1
HURN,73.26,1.87,201531,1
HUSA,2.13,0,138854,1
HUT,1.88,0.13,9665574,1
HUYA,3.17,-0.01,646029,1
HVBC,31.15,0.2,2683,1
HVT,26.23,0.57,151093,1
HVT/A,26.14,0,128,1
HWBK,18.50,-0.64,20000,1
HWC,35.04,2.49,959922,1
HWCPZ,22.51,-4.076,28018,1
HWEL,10.18,-0.01,300,1
HWELU,10.27,399,600,1
HWELW,0.15,0,25,1
HWKN,40.73,1.02,45304,1
HWKZ,10.20,0,194770,1
HWM,44.00,0.73,3155361,1
HWM^,61.50,-602,1054,1
HXL,72.27,0.94,464465,1
HY,53.61,3.38,91132,1
HYB,6.64,0.08,58515,1
HYFM,1.36,0.1,351739,1
HYI,11.60,0.1,23716,1
HYLN,1.68,0.09,1481097,1
HYMC,0.41,62,2744242,1
HYMCL,0.04,0,11,1
HYMCW,0.04,4,36620,1
HYPR,1.46,0.02,42809,1
HYT,8.56,0.03,1109478,1
HYW,6.18,-0.03,12741,1
HYZN,0.82,174,532113,1
HYZNW,0.08,0,1052,1
HZNP,112.38,2.09,2707598,2
HZO,28.88,0.94,358924,1
IAC,53.10,0.68,626144,1
IAE,6.13,0.06,22888,1
IAF,4.43,0.11,23958,1
IAG,3.24,0.03,3963439,1
IART,50.74,0.54,571180,1
IAS,16.60,0.69,1515621,1
IAUX,2.58,-0.05,1547766,1
IBCP,16.32,0.65,105295,1
IBEX,18.98,-0.29,59517,1
IBIO,1.09,0.03,107487,1
IBKR,76.55,5.14,1559908,1
